
THE FULL IAU 2000A NUTATION SERIES DATA - 1365 TERMS

The i column is NOT part of the actual data.  It is the reference index number
of the nutation series terms to which the subsequent 20 data elements apply.

=====================================================================================================================================================
                      FUNDAMENTAL ARGUMENT MULTIPLIERS                         LONGITUDE COMPONENTS IN ARC SEC      OBLIQUITY COMPONENTS IN ARC SEC
i    m01  m02  m03  m04  m05  m06  m07  m08  m09  m10  m11  m12  m13  m14        AA           BB          CC          DD           EE          FF
1053   0    0    1    0    2   -5    0    0    0    0    0    0    0    0    -0.0000013   0.0        -0.0000030    0.0         0.0         0.0
1054   0    0    5   -8    3    0    0    0    0    0    0    0    0    0     0.0000021   0.0         0.0000003    0.0         0.0         0.0
1055   0    0    5   -8    3    0    0    0    2    0    0    0    0    0    -0.0000003   0.0         0.0          0.0000001   0.0         0.0
1056   0    0   -1    0    0    0    0    0    1    0    0    0    0    0    -0.0000004   0.0         0.0          0.0000002   0.0         0.0
1057   0    0    1    0    0    0    0    0    0    0    0    0    0    0     0.0000008   0.0        -0.0000027    0.0         0.0         0.0
1058   0    0    3   -8    3    0    0    0    0    0    0    0    0    0    -0.0000019   0.0        -0.0000011    0.0         0.0         0.0
1059   0    0   -3    8   -3    0    0    0    2    0    0    0    0    0    -0.0000004   0.0         0.0          0.0000002   0.0         0.0
1060   0    0    1    0   -2    5    0    0    2    0    0    0    0    0     0.0         0.0         0.0000005    0.0         0.0         0.0000002
1061   0   -8   12    0    0    0    0    0    2    0    0    0    0    0    -0.0000006   0.0         0.0          0.0000002   0.0         0.0
1062   0   -8   12    0    0    0    0    0    0    0    0    0    0    0    -0.0000008   0.0         0.0          0.0         0.0         0.0
1063   0    0    1    0    1   -2    0    0    0    0    0    0    0    0    -0.0000001   0.0         0.0          0.0         0.0         0.0
1064   0    0    1    0    0    1    0    0    2    0    0    0    0    0    -0.0000014   0.0         0.0          0.0000006   0.0         0.0
1065   0    0    0    2    0    0    0    0    0    0    0    0    0    0     0.0000006   0.0         0.0          0.0         0.0         0.0
1066   0    0    0    2    0    0    0    0    2    0    0    0    0    0    -0.0000074   0.0         0.0          0.0000032   0.0         0.0
1067   0    0    1    0    0    2    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000003    0.0         0.0        -0.0000001
1068   0   -5    5    0    0    0    0    0    0    0    0    2   -2    1     0.0000004   0.0         0.0         -0.0000002   0.0         0.0
1069   0    0    1    0    1    0    0    0    0    0    0    0    0    0     0.0000008   0.0         0.0000011    0.0         0.0         0.0
1070   0    0    1    0    1    0    0    0    1    0    0    0    0    0     0.0         0.0         0.0000003    0.0         0.0         0.0000002
1071   0    0    1    0    1    0    0    0    2    0    0    0    0    0    -0.0000262   0.0         0.0          0.0000114   0.0         0.0
1072   0    3   -6    0    0    0    0    0    0    0    0    0    0    0     0.0         0.0        -0.0000004    0.0         0.0         0.0
1073   0   -3    6    0    0    0    0    0    1    0    0    0    0    0    -0.0000007   0.0         0.0          0.0000004   0.0         0.0
1074   0   -3    6    0    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000027    0.0         0.0        -0.0000012
1075   0    0   -1    4    0    0    0    0    2    0    0    0    0    0    -0.0000019   0.0        -0.0000008    0.0000008   0.0        -0.0000004
1076   0   -5    7    0    0    0    0    0    2    0    0    0    0    0     0.0000202   0.0         0.0         -0.0000087   0.0         0.0
1077   0   -5    7    0    0    0    0    0    1    0    0    0    0    0    -0.0000008   0.0         0.0000035    0.0000005   0.0         0.0000019
1078   0   -5    6    0    0    0    0    0    0    0    0    1   -1    1     0.0         0.0         0.0000004    0.0         0.0         0.0000002
1079   0    5   -7    0    0    0    0    0    0    0    0    0    0    0     0.0000016   0.0        -0.0000005    0.0         0.0         0.0
1080   0    0   -1    0    1    0    0    0    0    0    0    2   -2    1     0.0000005   0.0         0.0         -0.0000003   0.0         0.0
1081   0    0   -1    0    1    0    0    0    0    0    0    0    0    0     0.0         0.0        -0.0000003    0.0         0.0         0.0
1082  -1    0    3    0    0    0    0    0    2    0    0    0    0    0     0.0000001   0.0         0.0          0.0         0.0         0.0
1083   0    0    1    0    2    0    0    0    2    0    0    0    0    0    -0.0000035   0.0        -0.0000048    0.0000015   0.0        -0.0000021
1084   0    0   -2    6    0    0    0    0    2    0    0    0    0    0    -0.0000003   0.0        -0.0000005    0.0000001   0.0        -0.0000002
1085   0    2   -2    0    0    0    0    0    0    0    0    0    0    1     0.0000006   0.0         0.0         -0.0000003   0.0         0.0
1086   0    0   -6    9    0    0    0    0    2    0    0    0    0    0     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
1087   0    0    6   -9    0    0    0    0    0    0    0    0    0    0     0.0         0.0        -0.0000005    0.0         0.0         0.0
1088   0   -2    2    0    0    0    0    0    1    0    0    0    0    0     0.0000012   0.0         0.0000055   -0.0000006   0.0         0.0000029
1089   0   -2    1    0    0    0    0    0    0    0    0    1   -1    1     0.0         0.0         0.0000005    0.0         0.0         0.0000003
1090   0    2   -2    0    0    0    0    0    0    0    0    0    0    0    -0.0000598   0.0         0.0          0.0         0.0         0.0
1091   0    2   -2    0    0    0    0    0    1    0    0    0    0    0    -0.0000003   0.0        -0.0000013    0.0000001   0.0        -0.0000007
1092   0    0    1    0    3    0    0    0    2    0    0    0    0    0    -0.0000005   0.0        -0.0000007    0.0000002   0.0        -0.0000003
1093   0    0   -5    7    0    0    0    0    2    0    0    0    0    0     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
1094   0    0    5   -7    0    0    0    0    0    0    0    0    0    0     0.0000005   0.0        -0.0000007    0.0         0.0         0.0
1095   0   -2    2    0    0    0    0    0    0    0    0    0    0    1     0.0000004   0.0         0.0         -0.0000002   0.0         0.0
1096   0    0    4   -5    0    0    0    0    0    0    0    0    0    0     0.0000016   0.0        -0.0000006    0.0         0.0         0.0
1097   0    1   -3    0    0    0    0    0    0    0    0    0    0    0     0.0000008   0.0        -0.0000003    0.0         0.0         0.0
1098   0   -1    3    0    0    0    0    0    1    0    0    0    0    0     0.0000008   0.0        -0.0000031   -0.0000004   0.0        -0.0000016
1099   0   -1    2    0    0    0    0    0    0    0    0    1   -1    1     0.0         0.0         0.0000003    0.0         0.0         0.0000001
1100   0   -1    3    0    0    0    0    0    2    0    0    0    0    0     0.0000113   0.0         0.0         -0.0000049   0.0         0.0
1101   0   -7   10    0    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000024    0.0         0.0        -0.0000010
1102   0   -7   10    0    0    0    0    0    1    0    0    0    0    0     0.0000004   0.0         0.0         -0.0000002   0.0         0.0
1103   0    0    3   -3    0    0    0    0    0    0    0    0    0    0     0.0000027   0.0         0.0          0.0         0.0         0.0
1104   0   -4    8    0    0    0    0    0    2    0    0    0    0    0    -0.0000003   0.0         0.0          0.0000001   0.0         0.0
1105   0   -4    5    0    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000004    0.0         0.0        -0.0000002
1106   0   -4    5    0    0    0    0    0    1    0    0    0    0    0     0.0000005   0.0         0.0         -0.0000002   0.0         0.0
1107   0    4   -5    0    0    0    0    0    0    0    0    0    0    0     0.0         0.0        -0.0000003    0.0         0.0         0.0
1108   0    0    1    1    0    0    0    0    2    0    0    0    0    0    -0.0000013   0.0         0.0          0.0000006   0.0         0.0
1109   0    0   -2    0    5    0    0    0    2    0    0    0    0    0     0.0000005   0.0         0.0         -0.0000002   0.0         0.0
1110   0    0    0    3    0    0    0    0    2    0    0    0    0    0    -0.0000018   0.0        -0.0000010    0.0000008   0.0        -0.0000004
1111   0    1    0    0    0    0    0    0    0    0    0    0    0    0    -0.0000004   0.0        -0.0000028    0.0         0.0         0.0
1112   0    1    0    0    0    0    0    0    2    0    0    0    0    0    -0.0000005   0.0         0.0000006    0.0000002   0.0         0.0000003
1113   0   -9   13    0    0    0    0    0    2    0    0    0    0    0    -0.0000003   0.0         0.0          0.0000001   0.0         0.0
1114   0    0   -1    5    0    0    0    0    2    0    0    0    0    0    -0.0000005   0.0        -0.0000009    0.0000002   0.0        -0.0000004
1115   0    0   -2    0    4    0    0    0    2    0    0    0    0    0     0.0000017   0.0         0.0         -0.0000007   0.0         0.0
1116   0    0    2    0   -4    0    0    0    0    0    0    0    0    0     0.0000011   0.0         0.0000004    0.0         0.0         0.0
1117   0    0   -2    7    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000006    0.0         0.0        -0.0000002
1118   0    0    2    0   -3    0    0    0    0    0    0    0    0    0     0.0000083   0.0         0.0000015    0.0         0.0         0.0
1119   0   -2    5    0    0    0    0    0    1    0    0    0    0    0    -0.0000004   0.0         0.0          0.0000002   0.0         0.0
1120   0   -2    5    0    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000114    0.0         0.0        -0.0000049
1121   0   -6    8    0    0    0    0    0    2    0    0    0    0    0     0.0000117   0.0         0.0         -0.0000051   0.0         0.0
1122   0   -6    8    0    0    0    0    0    1    0    0    0    0    0    -0.0000005   0.0         0.0000019    0.0000002   0.0         0.0000010
1123   0    6   -8    0    0    0    0    0    0    0    0    0    0    0    -0.0000003   0.0         0.0          0.0         0.0         0.0
1124   0    0    2    0   -2    0    0    0    0    0    0    0    0    1    -0.0000003   0.0         0.0          0.0000002   0.0         0.0
1125   0    0   -3    9    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000003    0.0         0.0        -0.0000001
1126   0    0    5   -6    0    0    0    0    0    0    0    0    0    0     0.0000003   0.0         0.0          0.0         0.0         0.0
1127   0    0    5   -6    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000006    0.0         0.0        -0.0000002
1128   0    0    2    0   -2    0    0    0    0    0    0    0    0    0     0.0000393   0.0         0.0000003    0.0         0.0         0.0
1129   0    0    2    0   -2    0    0    0    1    0    0    0    0    0    -0.0000004   0.0         0.0000021    0.0000002   0.0         0.0000011
1130   0    0    2    0   -2    0    0    0    2    0    0    0    0    0    -0.0000006   0.0         0.0          0.0000003   0.0        -0.0000001
1131   0   -5   10    0    0    0    0    0    2    0    0    0    0    0    -0.0000003   0.0         0.0000008    0.0000001   0.0         0.0000004
1132   0    0    4   -4    0    0    0    0    0    0    0    0    0    0     0.0000008   0.0         0.0          0.0         0.0         0.0
1133   0    0    4   -4    0    0    0    0    2    0    0    0    0    0     0.0000018   0.0        -0.0000029   -0.0000008   0.0        -0.0000013
1134   0   -3    3    0    0    0    0    0    1    0    0    0    0    0     0.0000008   0.0         0.0000034   -0.0000004   0.0         0.0000018
1135   0    3   -3    0    0    0    0    0    0    0    0    0    0    0     0.0000089   0.0         0.0          0.0         0.0         0.0
1136   0    3   -3    0    0    0    0    0    1    0    0    0    0    0     0.0000003   0.0         0.0000012   -0.0000001   0.0         0.0000006
1137   0    3   -3    0    0    0    0    0    2    0    0    0    0    0     0.0000054   0.0        -0.0000015   -0.0000024   0.0        -0.0000007
1138   0    0    2    0    0   -3    0    0    0    0    0    0    0    0     0.0         0.0         0.0000003    0.0         0.0         0.0
1139   0    0   -5   13    0    0    0    0    2    0    0    0    0    0     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
1140   0    0    2    0   -1    0    0    0    0    0    0    0    0    0     0.0         0.0         0.0000035    0.0         0.0         0.0
1141   0    0    2    0   -1    0    0    0    2    0    0    0    0    0    -0.0000154   0.0        -0.0000030    0.0000067   0.0        -0.0000013
1142   0    0    2    0    0   -2    0    0    0    0    0    0    0    0     0.0000015   0.0         0.0          0.0         0.0         0.0
1143   0    0    2    0    0   -2    0    0    1    0    0    0    0    0     0.0         0.0         0.0000004    0.0         0.0         0.0000002
1144   0    0    3   -2    0    0    0    0    0    0    0    0    0    0     0.0         0.0         0.0000009    0.0         0.0         0.0
1145   0    0    3   -2    0    0    0    0    2    0    0    0    0    0     0.0000080   0.0        -0.0000071   -0.0000035   0.0        -0.0000031
1146   0    0    2    0    0   -1    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000020    0.0         0.0        -0.0000009
1147   0    0   -6   15    0    0    0    0    2    0    0    0    0    0     0.0000011   0.0         0.0000005   -0.0000005   0.0         0.0000002
1148   0   -8   15    0    0    0    0    0    2    0    0    0    0    0     0.0000061   0.0        -0.0000096   -0.0000027   0.0        -0.0000042
1149   0   -3    9   -4    0    0    0    0    2    0    0    0    0    0     0.0000014   0.0         0.0000009   -0.0000006   0.0         0.0000004
1150   0    0    2    0    2   -5    0    0    2    0    0    0    0    0    -0.0000011   0.0        -0.0000006    0.0000005   0.0        -0.0000003
1151   0    0   -2    8   -1   -5    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000003    0.0         0.0        -0.0000001
1152   0    0    6   -8    3    0    0    0    2    0    0    0    0    0     0.0000123   0.0        -0.0000415   -0.0000053   0.0        -0.0000180
1153   0    0    2    0    0    0    0    0    0    0    0    0    0    0     0.0         0.0         0.0         -0.0000035   0.0         0.0
1154   0    0    2    0    0    0    0    0    0    0    0    0    0    0    -0.0000005   0.0         0.0          0.0         0.0         0.0
1155   0    0    2    0    0    0    0    0    1    0    0    0    0    0     0.0000007   0.0        -0.0000032   -0.0000004   0.0        -0.0000017
1156   0    0    1    0    0    0    0    0    0    0    0    1   -1    1     0.0         0.0        -0.0000009    0.0         0.0        -0.0000005
1157   0    0    2    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0        -0.0000004    0.0         0.0         0.0000002
1158   0    0    2    0    0    0    0    0    2    0    0    0    0    0    -0.0000089   0.0         0.0          0.0000038   0.0         0.0
1159   0    0   -6   16   -4   -5    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000086   -0.0000006   0.0        -0.0000019
1160   0    0   -2    8   -3    0    0    0    2    0    0    0    0    0     0.0         0.0         0.0          0.0000006   0.0        -0.0000019
1161   0    0   -2    8   -3    0    0    0    2    0    0    0    0    0    -0.0000123   0.0        -0.0000416    0.0000053   0.0        -0.0000180
1162   0    0    6   -8    1    5    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000003    0.0         0.0        -0.0000001
1163   0    0    2    0   -2    5    0    0    2    0    0    0    0    0     0.0000012   0.0        -0.0000006   -0.0000005   0.0        -0.0000003
1164   0    3   -5    4    0    0    0    0    2    0    0    0    0    0    -0.0000013   0.0         0.0000009    0.0000006   0.0         0.0000004
1165   0   -8   11    0    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000015    0.0         0.0        -0.0000007
1166   0   -8   11    0    0    0    0    0    1    0    0    0    0    0     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
1167   0   -8   11    0    0    0    0    0    2    0    0    0    0    0    -0.0000062   0.0        -0.0000097    0.0000027   0.0        -0.0000042
1168   0    0   11    0    0    0    0    0    2    0    0    0    0    0    -0.0000011   0.0         0.0000005    0.0000005   0.0         0.0000002
1169   0    0    2    0    0    1    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000019    0.0         0.0        -0.0000008
1170   0    3   -3    0    2    0    0    0    2    0    0    0    0    0    -0.0000003   0.0         0.0          0.0000001   0.0         0.0
1171   0    0    4   -8    3    0    0    0    0    0    0    2   -2    1     0.0         0.0         0.0000004    0.0         0.0         0.0000002
1172   0    0    1    0    0    0    0    0    0    0    0    1   -1    0     0.0         0.0         0.0000003    0.0         0.0         0.0
1173   0    0   -4    8   -3    0    0    0    0    0    0    2   -2    1     0.0         0.0         0.0000004    0.0         0.0         0.0000002
1174   0    0    1    2    0    0    0    0    2    0    0    0    0    0    -0.0000085   0.0        -0.0000070    0.0000037   0.0        -0.0000031
1175   0    0    2    0    1    0    0    0    2    0    0    0    0    0     0.0000163   0.0        -0.0000012   -0.0000072   0.0        -0.0000005
1176   0   -3    7    0    0    0    0    0    2    0    0    0    0    0    -0.0000063   0.0        -0.0000016    0.0000028   0.0        -0.0000007
1177   0    0    0    4    0    0    0    0    2    0    0    0    0    0    -0.0000021   0.0        -0.0000032    0.0000009   0.0        -0.0000014
1178   0   -5    6    0    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000003    0.0         0.0        -0.0000001
1179   0   -5    6    0    0    0    0    0    1    0    0    0    0    0     0.0000003   0.0         0.0         -0.0000002   0.0         0.0
1180   0    5   -6    0    0    0    0    0    0    0    0    0    0    0     0.0         0.0         0.0000008    0.0         0.0         0.0
1181   0    5   -6    0    0    0    0    0    2    0    0    0    0    0     0.0000003   0.0         0.0000010   -0.0000001   0.0         0.0000004
1182   0    0    2    0    2    0    0    0    2    0    0    0    0    0     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
1183   0    0   -1    6    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000007    0.0         0.0        -0.0000003
1184   0    0    7   -9    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000004    0.0         0.0        -0.0000002
1185   0    2   -1    0    0    0    0    0    0    0    0    0    0    0     0.0000006   0.0         0.0000019    0.0         0.0         0.0
1186   0    2   -1    0    0    0    0    0    2    0    0    0    0    0     0.0000005   0.0        -0.0000173   -0.0000002   0.0        -0.0000075
1187   0    0    6   -7    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000007    0.0         0.0        -0.0000003
1188   0    0    5   -5    0    0    0    0    2    0    0    0    0    0     0.0000007   0.0        -0.0000012   -0.0000003   0.0        -0.0000005
1189   0   -1    4    0    0    0    0    0    1    0    0    0    0    0    -0.0000003   0.0         0.0          0.0000002   0.0         0.0
1190   0   -1    4    0    0    0    0    0    2    0    0    0    0    0     0.0000003   0.0        -0.0000004   -0.0000001   0.0        -0.0000002
1191   0   -7    9    0    0    0    0    0    2    0    0    0    0    0     0.0000074   0.0         0.0         -0.0000032   0.0         0.0
1192   0   -7    9    0    0    0    0    0    1    0    0    0    0    0    -0.0000003   0.0         0.0000012    0.0000002   0.0         0.0000006
1193   0    0    4   -3    0    0    0    0    2    0    0    0    0    0     0.0000026   0.0        -0.0000014   -0.0000011   0.0        -0.0000006
1194   0    0    3   -1    0    0    0    0    2    0    0    0    0    0     0.0000019   0.0         0.0         -0.0000008   0.0         0.0
1195   0   -4    4    0    0    0    0    0    1    0    0    0    0    0     0.0000006   0.0         0.0000024   -0.0000003   0.0         0.0000013
1196   0    4   -4    0    0    0    0    0    0    0    0    0    0    0     0.0000083   0.0         0.0          0.0         0.0         0.0
1197   0    4   -4    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0        -0.0000010    0.0         0.0        -0.0000005
1198   0    4   -4    0    0    0    0    0    2    0    0    0    0    0     0.0000011   0.0        -0.0000003   -0.0000005   0.0        -0.0000001
1199   0    0    2    1    0    0    0    0    2    0    0    0    0    0     0.0000003   0.0         0.0         -0.0000001   0.0         0.0000001
1200   0    0   -3    0    5    0    0    0    2    0    0    0    0    0     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
1201   0    1    1    0    0    0    0    0    0    0    0    0    0    0    -0.0000004   0.0         0.0          0.0         0.0         0.0
1202   0    1    1    0    0    0    0    0    1    0    0    0    0    0     0.0000005   0.0        -0.0000023   -0.0000003   0.0        -0.0000012
1203   0    1    1    0    0    0    0    0    2    0    0    0    0    0    -0.0000339   0.0         0.0          0.0000147   0.0         0.0
1204   0   -9   12    0    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000010    0.0         0.0        -0.0000005
1205   0    0    3    0   -4    0    0    0    0    0    0    0    0    0     0.0000005   0.0         0.0          0.0         0.0         0.0
1206   0    1   -1    0    0    0    0    0    0    0    0    2   -2    1     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
1207   0    0    7   -8    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000004    0.0         0.0        -0.0000002
1208   0    0    3    0   -3    0    0    0    0    0    0    0    0    0     0.0000018   0.0        -0.0000003    0.0         0.0         0.0
1209   0    0    3    0   -3    0    0    0    2    0    0    0    0    0     0.0000009   0.0        -0.0000011   -0.0000004   0.0        -0.0000005
1210   0   -2    6    0    0    0    0    0    2    0    0    0    0    0    -0.0000008   0.0         0.0          0.0000004   0.0         0.0
1211   0   -6    7    0    0    0    0    0    1    0    0    0    0    0     0.0000003   0.0         0.0         -0.0000001   0.0         0.0
1212   0    6   -7    0    0    0    0    0    0    0    0    0    0    0     0.0         0.0         0.0000009    0.0         0.0         0.0
1213   0    0    6   -6    0    0    0    0    2    0    0    0    0    0     0.0000006   0.0        -0.0000009   -0.0000002   0.0        -0.0000004
1214   0    0    3    0   -2    0    0    0    0    0    0    0    0    0    -0.0000004   0.0        -0.0000012    0.0         0.0         0.0
1215   0    0    3    0   -2    0    0    0    2    0    0    0    0    0     0.0000067   0.0        -0.0000091   -0.0000029   0.0        -0.0000039
1216   0    0    5   -4    0    0    0    0    2    0    0    0    0    0     0.0000030   0.0        -0.0000018   -0.0000013   0.0        -0.0000008
1217   0    3   -2    0    0    0    0    0    0    0    0    0    0    0     0.0         0.0         0.0          0.0         0.0         0.0
1218   0    3   -2    0    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000114    0.0         0.0        -0.0000050
1219   0    0    3    0   -1    0    0    0    2    0    0    0    0    0     0.0         0.0         0.0          0.0000023   0.0         0.0
1220   0    0    3    0   -1    0    0    0    2    0    0    0    0    0     0.0000517   0.0         0.0000016   -0.0000224   0.0         0.0000007
1221   0    0    3    0    0   -2    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000007    0.0         0.0        -0.0000003
1222   0    0    4   -2    0    0    0    0    2    0    0    0    0    0     0.0000143   0.0        -0.0000003   -0.0000062   0.0        -0.0000001
1223   0    0    3    0    0   -1    0    0    2    0    0    0    0    0     0.0000029   0.0         0.0         -0.0000013   0.0         0.0
1224   0    0    1    0   -1    0    0    0    0    0    0    2   -2    1    -0.0000004   0.0         0.0          0.0000002   0.0         0.0
1225   0   -8   16    0    0    0    0    0    2    0    0    0    0    0    -0.0000006   0.0         0.0          0.0000003   0.0         0.0
1226   0    0    3    0    2   -5    0    0    2    0    0    0    0    0     0.0000005   0.0         0.0000012   -0.0000002   0.0         0.0000005
1227   0    0    7   -8    3    0    0    0    2    0    0    0    0    0    -0.0000025   0.0         0.0          0.0000011   0.0         0.0
1228   0    0   -5   16   -4   -5    0    0    2    0    0    0    0    0    -0.0000003   0.0         0.0          0.0000001   0.0         0.0
1229   0    0    3    0    0    0    0    0    2    0    0    0    0    0     0.0         0.0         0.0000004    0.0         0.0         0.0000002
1230   0    0   -1    8   -3    0    0    0    2    0    0    0    0    0    -0.0000022   0.0         0.0000012    0.0000010   0.0         0.0000005
1231   0   -8   10    0    0    0    0    0    2    0    0    0    0    0     0.0000050   0.0         0.0         -0.0000022   0.0         0.0
1232   0   -8   10    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0         0.0000007    0.0         0.0         0.0000004
1233   0   -8   10    0    0    0    0    0    2    0    0    0    0    0     0.0         0.0         0.0000003    0.0         0.0         0.0000001
1234   0    0    2    2    0    0    0    0    2    0    0    0    0    0    -0.0000004   0.0         0.0000004    0.0000002   0.0         0.0000002
1235   0    0    3    0    1    0    0    0    2    0    0    0    0    0    -0.0000005   0.0        -0.0000011    0.0000002   0.0        -0.0000005
1236   0   -3    8    0    0    0    0    0    2    0    0    0    0    0     0.0         0.0         0.0000004    0.0         0.0         0.0000002
1237   0   -5    5    0    0    0    0    0    1    0    0    0    0    0     0.0000004   0.0         0.0000017   -0.0000002   0.0         0.0000009
1238   0    5   -5    0    0    0    0    0    0    0    0    0    0    0     0.0000059   0.0         0.0          0.0         0.0         0.0
1239   0    5   -5    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0        -0.0000004    0.0         0.0        -0.0000002
1240   0    5   -5    0    0    0    0    0    2    0    0    0    0    0    -0.0000008   0.0         0.0          0.0000004   0.0         0.0
1241   0    2    0    0    0    0    0    0    0    0    0    0    0    0    -0.0000003   0.0         0.0          0.0         0.0         0.0
1242   0    2    0    0    0    0    0    0    1    0    0    0    0    0     0.0000004   0.0        -0.0000015   -0.0000002   0.0        -0.0000008
1243   0    2    0    0    0    0    0    0    2    0    0    0    0    0     0.0000370   0.0        -0.0000008   -0.0000160   0.0         0.0
1244   0    0    7   -7    0    0    0    0    2    0    0    0    0    0     0.0         0.0         0.0          0.0         0.0        -0.0000003
1245   0    0    7   -7    0    0    0    0    2    0    0    0    0    0     0.0         0.0         0.0000003    0.0         0.0         0.0000001
1246   0    0    6   -5    0    0    0    0    2    0    0    0    0    0    -0.0000006   0.0         0.0000003    0.0000003   0.0         0.0000001
1247   0    7   -8    0    0    0    0    0    0    0    0    0    0    0     0.0         0.0         0.0000006    0.0         0.0         0.0
1248   0    0    5   -3    0    0    0    0    2    0    0    0    0    0    -0.0000010   0.0         0.0          0.0000004   0.0         0.0
1249   0    4   -3    0    0    0    0    0    2    0    0    0    0    0     0.0         0.0         0.0000009    0.0         0.0         0.0000004
1250   0    1    2    0    0    0    0    0    2    0    0    0    0    0     0.0000004   0.0         0.0000017   -0.0000002   0.0         0.0000007
1251   0   -9   11    0    0    0    0    0    2    0    0    0    0    0     0.0000034   0.0         0.0         -0.0000015   0.0         0.0
1252   0   -9   11    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0         0.0000005    0.0         0.0         0.0000003
1253   0    0    4    0   -4    0    0    0    2    0    0    0    0    0    -0.0000005   0.0         0.0          0.0000002   0.0         0.0
1254   0    0    4    0   -3    0    0    0    2    0    0    0    0    0    -0.0000037   0.0        -0.0000007    0.0000016   0.0        -0.0000003
1255   0   -6    6    0    0    0    0    0    1    0    0    0    0    0     0.0000003   0.0         0.0000013   -0.0000002   0.0         0.0000007
1256   0    6   -6    0    0    0    0    0    0    0    0    0    0    0     0.0000040   0.0         0.0          0.0         0.0         0.0
1257   0    6   -6    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0        -0.0000003    0.0         0.0        -0.0000002
1258   0    0    4    0   -2    0    0    0    2    0    0    0    0    0    -0.0000184   0.0        -0.0000003    0.0000080   0.0        -0.0000001
1259   0    0    6   -4    0    0    0    0    2    0    0    0    0    0    -0.0000003   0.0         0.0          0.0000001   0.0         0.0
1260   0    3   -1    0    0    0    0    0    0    0    0    0    0    0    -0.0000003   0.0         0.0          0.0         0.0         0.0
1261   0    3   -1    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0        -0.0000010   -0.0000001   0.0        -0.0000006
1262   0    3   -1    0    0    0    0    0    2    0    0    0    0    0     0.0000031   0.0        -0.0000006   -0.0000013   0.0         0.0
1263   0    0    4    0   -1    0    0    0    2    0    0    0    0    0    -0.0000003   0.0        -0.0000032    0.0000001   0.0        -0.0000014
1264   0    0    4    0    0   -2    0    0    2    0    0    0    0    0    -0.0000007   0.0         0.0          0.0000003   0.0         0.0
1265   0    0    5   -2    0    0    0    0    2    0    0    0    0    0     0.0         0.0        -0.0000008    0.0         0.0        -0.0000004
1266   0    0    4    0    0    0    0    0    0    0    0    0    0    0     0.0000003   0.0        -0.0000004    0.0         0.0         0.0
1267   0    8   -9    0    0    0    0    0    0    0    0    0    0    0     0.0         0.0         0.0000004    0.0         0.0         0.0
1268   0    5   -4    0    0    0    0    0    2    0    0    0    0    0     0.0         0.0         0.0000003    0.0         0.0         0.0000001
1269   0    2    1    0    0    0    0    0    2    0    0    0    0    0     0.0000019   0.0        -0.0000023    0.0000002   0.0        -0.0000010
1270   0    2    1    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0         0.0         -0.0000010   0.0         0.0
1271   0    2    1    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0         0.0000003    0.0         0.0         0.0000002
1272   0   -7    7    0    0    0    0    0    1    0    0    0    0    0     0.0         0.0         0.0000009   -0.0000001   0.0         0.0000005
1273   0    7   -7    0    0    0    0    0    0    0    0    0    0    0     0.0000028   0.0         0.0          0.0         0.0         0.0
